State,Year,Quarter,Brands,Count,Percentage
assam,2021,4,Vivo,889004,0.21118536218839312
assam,2021,4,Oppo,590804,0.14034712635978175
assam,2021,4,Samsung,559238,0.13284853564158608
assam,2021,4,Realme,501363,0.11910016911381652
assam,2021,4,Huawei,54361,0.01291360609617419
assam,2021,4,Apple,53459,0.012699333498194956
assam,2021,4,Tecno,46362,0.011013421493917106
assam,2021,4,OnePlus,45171,0.010730496145587541
assam,2021,4,Motorola,43263,0.010277245461613729
assam,2021,4,Others,385719,0.0916286166518315
bihar,2018,4,Xiaomi,1399341,0.2929535565085682
bihar,2018,4,Samsung,1008369,0.21110314413926873
bihar,2018,4,Vivo,590399,0.12360067117957822
bihar,2018,4,Oppo,528034,0.11054449076918729
bihar,2018,4,Realme,346806,0.07260421235317947
bihar,2018,4,Motorola,111948,0.023436435253466593
bihar,2018,4,Lenovo,92104,0.019282072324519305
bihar,2018,4,Huawei,75369,0.015778581918556148
bihar,2018,4,Micromax,61472,0.012869229891566606
bihar,2018,4,Apple,52872,0.01106881056134353
bihar,2018,4,Others,509951,0.10675879510076591
bihar,2019,4,Xiaomi,2484241,0.29778942767883193
bihar,2019,4,Samsung,1714305,0.20549612731492636
bihar,2019,4,Vivo,1129443,0.13538790502445736
bihar,2019,4,Oppo,977488,0.11717284759527198
bihar,2019,4,Realme,664779,0.07968798435534484
bihar,2019,4,Motorola,159553,0.01912584026849274
bihar,2019,4,Huawei,144428,0.01731278545873703
bihar,2019,4,Lenovo,121418,0.014554544720060741
bihar,2019,4,Micromax,81810,0.009806678610652203
bihar,2019,4,Infinix,79605,0.009542362190453107
bihar,2019,4,Others,785204,0.0941234967827717
bihar,2020,4,Xiaomi,3761975,0.2918559922382237
bihar,2020,4,Samsung,2566835,0.19913640463767063
bihar,2020,4,Vivo,1900128,0.1474129261410912
bihar,2020,4,Oppo,1561641,0.12115292727221524
bihar,2020,4,Realme,1195635,0.09275798995999406
bihar,2020,4,Huawei,209280,0.01623605208849486
bihar,2020,4,Motorola,206587,0.016027127737031195
bihar,2020,4,Lenovo,158922,0.012329252054700786
bihar,2020,4,Infinix,151393,0.011745148288577516
bihar,2020,4,HMD Global,105494,0.00818427981184861
bihar,2020,4,Others,1071943,0.08316189977015218
bihar,2021,4,Xiaomi,4718889,0.27220201729570426
bihar,2021,4,Samsung,3142992,0.18129876815162638
bihar,2021,4,Vivo,2818559,0.16258433831924482
bihar,2021,4,Oppo,2164915,0.12487986690802211
bihar,2021,4,Realme,2149920,0.12401490287743162
bihar,2021,4,Infinix,342716,0.019769057199589685
bihar,2021,4,Tecno,233246,0.013454444833551675
bihar,2021,4,Motorola,220257,0.012705193897016846
bihar,2021,4,Huawei,214582,0.012377840054162497
bihar,2021,4,Apple,144021,0.008307634854929755
bihar,2021,4,Others,1185884,0.06840593560872038
chandigarh,2018,4,Xiaomi,43505,0.24475799872852988
chandigarh,2018,4,Samsung,35417,0.19925512104283055
chandigarh,2018,4,Vivo,23567,0.1325873291813645
chandigarh,2018,4,Oppo,18698,0.1051944617911976
chandigarh,2018,4,Apple,15191,0.08546417098460171
chandigarh,2018,4,OnePlus,6197,0.03486416085784851
chandigarh,2018,4,Realme,5731,0.03224245697536386
chandigarh,2018,4,Motorola,5354,0.030121464778589794
chandigarh,2018,4,Lenovo,3148,0.017710566141763293
chandigarh,2018,4,Huawei,2838,0.015966514202771356
chandigarh,2018,4,Others,18101,0.10183575531513893
chandigarh,2019,4,Xiaomi,69435,0.2397700196830001
chandigarh,2019,4,Samsung,57981,0.2002175489485134
chandigarh,2019,4,Vivo,44605,0.1540281087054111
chandigarh,2019,4,Oppo,34871,0.12041506958113195
chandigarh,2019,4,Apple,23651,0.08167063779826651
chandigarh,2019,4,Realme,9610,0.03318484754307815
chandigarh,2019,4,OnePlus,8750,0.03021513173797438
chandigarh,2019,4,Motorola,6953,0.024009806968472668
chandigarh,2019,4,Huawei,4559,0.015742946924962878
chandigarh,2019,4,Lenovo,3777,0.013042577437066197
chandigarh,2019,4,Others,25398,0.08770330467212266
chandigarh,2020,4,Xiaomi,90201,0.23045615505286124
chandigarh,2020,4,Samsung,78159,0.19968983295946366
chandigarh,2020,4,Vivo,68293,0.17448301235047342
chandigarh,2020,4,Oppo,51650,0.1319615127158267
chandigarh,2020,4,Apple,30593,0.07816260519874707
chandigarh,2020,4,Realme,14705,0.037570068625096445
chandigarh,2020,4,OnePlus,10462,0.02672955171409446
chandigarh,2020,4,Motorola,7780,0.01987726174112549
chandigarh,2020,4,Huawei,5641,0.014412292221296774
chandigarh,2020,4,HMD Global,4400,0.011241639030970715
chandigarh,2020,4,Others,29518,0.075416068390044
chandigarh,2021,4,Xiaomi,112958,0.22058145801926216
chandigarh,2021,4,Vivo,97127,0.18966709106957344
chandigarh,2021,4,Samsung,97097,0.1896085078462464
chandigarh,2021,4,Oppo,71275,0.13918397475453628
chandigarh,2021,4,Apple,41698,0.0814267748763894
chandigarh,2021,4,Realme,27098,0.05291627285722097
chandigarh,2021,4,OnePlus,14380,0.028080891714770004
chandigarh,2021,4,Motorola,8240,0.016090858673832045
chandigarh,2021,4,Huawei,5797,0.011320231520898588
chandigarh,2021,4,HMD Global,4511,0.008808964014278685
chandigarh,2021,4,Others,31911,0.06231497465299204
chhattisgarh,2018,4,Xiaomi,378100,0.23930410038493719
chhattisgarh,2018,4,Samsung,280138,0.17730275607943807
chhattisgarh,2018,4,Vivo,275135,0.1741362963750587
chhattisgarh,2018,4,Oppo,155513,0.09842607395705565
chhattisgarh,2018,4,Micromax,154018,0.09747987022768383
chhattisgarh,2018,4,Realme,91037,0.05761842736509793
chhattisgarh,2018,4,Apple,28128,0.017802554180448328
chhattisgarh,2018,4,OnePlus,27785,0.01758546529805734
chhattisgarh,2018,4,Motorola,22980,0.014544322208002796
chhattisgarh,2018,4,Lenovo,22246,0.014079764657929946
chhattisgarh,2018,4,Others,144918,0.09172036926629021
chhattisgarh,2019,4,Xiaomi,649776,0.23837118016068087
chhattisgarh,2019,4,Vivo,534907,0.19623133643934113
chhattisgarh,2019,4,Samsung,473054,0.17354048204262812
chhattisgarh,2019,4,Oppo,290835,0.10669320224513004
chhattisgarh,2019,4,Micromax,243335,0.08926776477493671
chhattisgarh,2019,4,Realme,169406,0.06214681389632782
chhattisgarh,2019,4,Apple,44369,0.016276826002421217
chhattisgarh,2019,4,OnePlus,41107,0.015080157012362889
chhattisgarh,2019,4,Motorola,32554,0.011942477713782604
chhattisgarh,2019,4,Lenovo,27622,0.010133167027403793
chhattisgarh,2019,4,Others,218935,0.08031659268498477
chhattisgarh,2020,4,Xiaomi,962085,0.22958162802901064
chhattisgarh,2020,4,Vivo,951506,0.22705716912681498
chhattisgarh,2020,4,Samsung,697989,0.1665605959622498
chhattisgarh,2020,4,Oppo,473974,0.11310406311648377
chhattisgarh,2020,4,Micromax,315002,0.07516869298699638
chhattisgarh,2020,4,Realme,302527,0.07219179301489213
chhattisgarh,2020,4,Apple,59187,0.014123749791497687
chhattisgarh,2020,4,OnePlus,51351,0.012253850939280548
chhattisgarh,2020,4,Motorola,41093,0.009805992028351064
chhattisgarh,2020,4,Lenovo,34335,0.008193335514404735
chhattisgarh,2020,4,Others,301552,0.07195912949001826
chhattisgarh,2021,4,Vivo,1423389,0.2557530966326181
chhattisgarh,2021,4,Xiaomi,1243356,0.2234049491858835
chhattisgarh,2021,4,Samsung,821562,0.14761742965253138
chhattisgarh,2021,4,Oppo,651316,0.11702780047223232
chhattisgarh,2021,4,Realme,551719,0.09913231219368102
chhattisgarh,2021,4,Micromax,262792,0.04721820090662424
chhattisgarh,2021,4,OnePlus,87470,0.015716521177594533
chhattisgarh,2021,4,Apple,87360,0.015696756488792252
chhattisgarh,2021,4,Infinix,47609,0.008554336992615732
chhattisgarh,2021,4,Tecno,44668,0.00802590108563842
chhattisgarh,2021,4,Others,344240,0.06185269521178852
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Xiaomi,28477,0.24441469045841166
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Vivo,22409,0.19233377106024324
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Samsung,21520,0.18470359021894928
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Oppo,12699,0.10899400056647011
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Realme,6489,0.0556943121250354
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Lenovo,2931,0.02515642299868682
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Motorola,2811,0.02412647732832093
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Apple,2546,0.021852013972929595
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Huawei,2029,0.017414664709769892
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,OnePlus,1795,0.015406270652556411
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Others,12805,0.10990378590862665
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Xiaomi,48012,0.2429781677952206
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Vivo,42886,0.21703660968228422
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Samsung,35031,0.17728418303828986
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Oppo,23415,0.11849816293687183
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Realme,12044,0.0609520339274689
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Apple,3874,0.01960546159374083
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Motorola,3849,0.019478942094555612
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Lenovo,3794,0.01920059919634814
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Huawei,3405,0.017231955789026206
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,OnePlus,2529,0.012798712537576291
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Others,18759,0.0949351714086175
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Vivo,71995,0.2428219215967999
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Xiaomi,68314,0.23040678869315634
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Samsung,50714,0.1710461967061617
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Oppo,36932,0.12456280586725488
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Realme,20993,0.07080436974903286
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Apple,5335,0.01799367944605775
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Motorola,4712,0.01589244940015447
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Huawei,4635,0.01563274681021137
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Lenovo,4516,0.015231388262117486
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,OnePlus,3173,0.010701770362200795
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Others,25174,0.08490588310685244
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Vivo,104203,0.26118462113028024
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Xiaomi,85964,0.2154686023515965
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Samsung,61231,0.15347538493544513
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Oppo,50155,0.12571341202066358
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Realme,39211,0.09828229685459554
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Apple,7542,0.018904008642405438
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Tecno,6955,0.01743269425986871
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Infinix,6018,0.015084105543621839
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,OnePlus,5332,0.013364647849549958
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Motorola,4828,0.012101372809007352
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Others,27524,0.0689888536029657
delhi,2018,4,Xiaomi,1206379,0.260539406299315
delhi,2018,4,Samsung,892643,0.19278243177081117
delhi,2018,4,Vivo,605041,0.130669568126388
delhi,2018,4,Oppo,464753,0.1003718323145757
delhi,2018,4,Apple,279775,0.06042248115840117
delhi,2018,4,Realme,181855,0.03927488271311248
delhi,2018,4,Motorola,165627,0.03577015203939777
delhi,2018,4,OnePlus,155837,0.03365582413111166
delhi,2018,4,Lenovo,98258,0.021220595670314295
delhi,2018,4,Huawei,84942,0.018344764166050978
delhi,2018,4,Others,495203,0.1069480616105218
delhi,2019,4,Xiaomi,1872284,0.25683320294715295
delhi,2019,4,Samsung,1394404,0.19127933877676775
delhi,2019,4,Vivo,1114120,0.15283098507891005
delhi,2019,4,Oppo,825921,0.1132968800733839
delhi,2019,4,Apple,414754,0.056894465933129516
delhi,2019,4,Realme,300540,0.04122699911644673
delhi,2019,4,Motorola,217242,0.029800478279281027
delhi,2019,4,OnePlus,216727,0.029729832426665832
delhi,2019,4,Huawei,134371,0.018432531770400155
delhi,2019,4,Lenovo,121793,0.01670712684963531
delhi,2019,4,Others,677727,0.09296815874822682
delhi,2020,4,Xiaomi,2416705,0.24791884831792635
delhi,2020,4,Samsung,1842707,0.18903498657361206
delhi,2020,4,Vivo,1673743,0.17170173312017437
delhi,2020,4,Oppo,1209582,0.12408555300961185
delhi,2020,4,Apple,518592,0.0532000105047534
delhi,2020,4,Realme,452392,0.04640885156783445
delhi,2020,4,OnePlus,256533,0.0263165615644204
delhi,2020,4,Motorola,246834,0.025321584970324072
delhi,2020,4,Huawei,168898,0.01732648281159725
delhi,2020,4,Lenovo,134947,0.013843603097589158
delhi,2020,4,Others,827035,0.08484178446215662
delhi,2021,4,Xiaomi,3028207,0.23685388498682883
delhi,2021,4,Vivo,2413197,0.1887503346662102
delhi,2021,4,Samsung,2238115,0.17505614140555664
delhi,2021,4,Oppo,1697646,0.1327828812337961
delhi,2021,4,Realme,840595,0.06574788033001158
delhi,2021,4,Apple,705541,0.055184512441683216
delhi,2021,4,OnePlus,369158,0.028874019006616045
delhi,2021,4,Motorola,250976,0.019630309499467622
delhi,2021,4,Tecno,176336,0.013792275978173701
delhi,2021,4,Huawei,166930,0.01305657738088953
delhi,2021,4,Others,898426,0.07027118307076652
goa,2018,4,Xiaomi,50867,0.26038904530330176
goa,2018,4,Samsung,40683,0.20825697466086512
goa,2018,4,Vivo,22715,0.11627847453288968
goa,2018,4,Oppo,16672,0.08534425390325058
goa,2018,4,Apple,10884,0.055715382646531864
goa,2018,4,OnePlus,9442,0.04833375991809573
goa,2018,4,Realme,8708,0.04457640133094446
goa,2018,4,Motorola,8176,0.0418530842078321
goa,2018,4,Lenovo,4769,0.02441259278218582
goa,2018,4,Huawei,3965,0.020296902994625034
goa,2018,4,Others,18469,0.09454312771947786
goa,2019,4,Xiaomi,90791,0.25680109518987626
goa,2019,4,Samsung,74339,0.2102668393928937
goa,2019,4,Vivo,48072,0.13597099104501253
goa,2019,4,Oppo,34061,0.09634107018605782
goa,2019,4,Apple,17817,0.05039513952922675
goa,2019,4,Realme,16393,0.0463673751081896
goa,2019,4,OnePlus,14159,0.0400485368240625
goa,2019,4,Motorola,12521,0.035415476345369484
goa,2019,4,Huawei,7674,0.021705803488089245
goa,2019,4,Lenovo,6696,0.018939543934876932
goa,2019,4,Others,31023,0.08774812895634514
goa,2020,4,Xiaomi,132099,0.2503847728513374
goa,2020,4,Samsung,114296,0.21664038333232244
goa,2020,4,Vivo,78921,0.14958944926305573
goa,2020,4,Oppo,55468,0.10513586462061018
goa,2020,4,Realme,28000,0.05307211742585067
goa,2020,4,Apple,24214,0.04589600897676958
goa,2020,4,OnePlus,17571,0.033304649117486505
goa,2020,4,Motorola,15500,0.029379207860738762
goa,2020,4,Huawei,10821,0.020510477952326075
goa,2020,4,Lenovo,8172,0.01548947655728756
goa,2020,4,Others,42522,0.08059759204221507
goa,2021,4,Xiaomi,172749,0.24778320601051668
goa,2021,4,Samsung,141066,0.2023385706376277
goa,2021,4,Vivo,110824,0.15896083926916799
goa,2021,4,Oppo,75088,0.10770276744246089
goa,2021,4,Realme,53598,0.07687850161651687
goa,2021,4,Apple,33398,0.04790455235248387
goa,2021,4,OnePlus,24355,0.034933689818095234
goa,2021,4,Motorola,16068,0.023047198850221894
goa,2021,4,Huawei,10899,0.01563302341726216
goa,2021,4,Tecno,9081,0.013025367983499193
goa,2021,4,Others,50052,0.07179228260214751
gujarat,2018,4,Xiaomi,1363826,0.24445531847773094
gujarat,2018,4,Samsung,1194869,0.2141710760274169
gujarat,2018,4,Vivo,1025717,0.18385188132725344
gujarat,2018,4,Oppo,679260,0.12175212939860622
gujarat,2018,4,Apple,230209,0.041263192233789325
gujarat,2018,4,Realme,212094,0.03801621784393014
gujarat,2018,4,OnePlus,145412,0.02606398233387823
gujarat,2018,4,Lenovo,127399,0.0228352906593249
gujarat,2018,4,Motorola,112287,0.020126580917147037
gujarat,2018,4,Huawei,68005,0.012189373082107316
gujarat,2018,4,Others,419962,0.07527495769881556
gujarat,2019,4,Xiaomi,2194279,0.2353417314122709
gujarat,2019,4,Samsung,1961599,0.21038623848497806
gujarat,2019,4,Vivo,1944394,0.20854096061058372
gujarat,2019,4,Oppo,1262789,0.13543717534022345
gujarat,2019,4,Realme,362885,0.038920294184806
gujarat,2019,4,Apple,353958,0.03796285183753961
gujarat,2019,4,OnePlus,206534,0.02215127117176164
