State,Year,Quarter,District,RegisteredUser,AppOpens
Kerala,2021,Q4 (Oct - Dec),wayanad district,220807,7982879
Kerala,2021,Q4 (Oct - Dec),alappuzha district,503589,11363976
Kerala,2021,Q4 (Oct - Dec),kozhikode district,839678,24235913
Kerala,2021,Q4 (Oct - Dec),kollam district,588254,13796316
Kerala,2021,Q4 (Oct - Dec),thrissur district,725878,14357402
Kerala,2021,Q4 (Oct - Dec),palakkad district,585306,15190646
Kerala,2021,Q4 (Oct - Dec),kannur district,605576,15222905
Kerala,2021,Q4 (Oct - Dec),kottayam district,475496,10593013
Kerala,2021,Q4 (Oct - Dec),ernakulam district,1374081,36976737
Kerala,2021,Q4 (Oct - Dec),idukki district,261110,6192667
Kerala,2022,Q1 (Jan - Mar),thiruvananthapuram district,989791,5574116
Kerala,2022,Q1 (Jan - Mar),kasaragod district,294943,5220451
Kerala,2022,Q1 (Jan - Mar),malappuram district,871127,9688261
Kerala,2022,Q1 (Jan - Mar),pathanamthitta district,271165,4036616
Kerala,2022,Q1 (Jan - Mar),wayanad district,234308,6349929
Kerala,2022,Q1 (Jan - Mar),alappuzha district,534116,2971951
Kerala,2022,Q1 (Jan - Mar),kozhikode district,887215,8824744
Kerala,2022,Q1 (Jan - Mar),kollam district,623472,4995465
Kerala,2022,Q1 (Jan - Mar),thrissur district,768604,5764628
Kerala,2022,Q1 (Jan - Mar),palakkad district,620428,9057055
Kerala,2022,Q1 (Jan - Mar),kannur district,640842,8394165
Kerala,2022,Q1 (Jan - Mar),kottayam district,504349,4454903
Kerala,2022,Q1 (Jan - Mar),ernakulam district,1454447,8812130
Kerala,2022,Q1 (Jan - Mar),idukki district,277492,9903479
Kerala,2022,Q2 (Apr - Jun),thiruvananthapuram district,1041643,5205518
Kerala,2022,Q2 (Apr - Jun),kasaragod district,309835,6295837
Kerala,2022,Q2 (Apr - Jun),malappuram district,915204,9789246
Kerala,2022,Q2 (Apr - Jun),pathanamthitta district,285622,3462591
Kerala,2022,Q2 (Apr - Jun),wayanad district,246673,7011213
Kerala,2022,Q2 (Apr - Jun),alappuzha district,563253,3130200
Kerala,2022,Q2 (Apr - Jun),kozhikode district,932060,9263814
Kerala,2022,Q2 (Apr - Jun),kollam district,657033,5093583
Kerala,2022,Q2 (Apr - Jun),thrissur district,808727,5650708
Kerala,2022,Q2 (Apr - Jun),palakkad district,653051,9694658
Kerala,2022,Q2 (Apr - Jun),kannur district,673887,9375321
Kerala,2022,Q2 (Apr - Jun),kottayam district,531625,5282278
Kerala,2022,Q2 (Apr - Jun),ernakulam district,1531113,8132654
Kerala,2022,Q2 (Apr - Jun),idukki district,292807,11488771
Kerala,2022,Q3 (Jul - Sep),thiruvananthapuram district,1095580,5022977
Kerala,2022,Q3 (Jul - Sep),kasaragod district,325218,6664472
Kerala,2022,Q3 (Jul - Sep),malappuram district,961854,10102534
Kerala,2022,Q3 (Jul - Sep),pathanamthitta district,301025,3433193
Kerala,2022,Q3 (Jul - Sep),wayanad district,259233,7609643
Kerala,2022,Q3 (Jul - Sep),alappuzha district,593932,2997077
Kerala,2022,Q3 (Jul - Sep),kozhikode district,978992,9370370
Kerala,2022,Q3 (Jul - Sep),kollam district,692226,5343177
Kerala,2022,Q3 (Jul - Sep),thrissur district,851462,5943980
Kerala,2022,Q3 (Jul - Sep),palakkad district,687131,11390747
Kerala,2022,Q3 (Jul - Sep),kannur district,708205,10396280
Kerala,2022,Q3 (Jul - Sep),kottayam district,560099,4928594
Kerala,2022,Q3 (Jul - Sep),ernakulam district,1611052,8148392
Kerala,2022,Q3 (Jul - Sep),idukki district,307968,13214397
Kerala,2022,Q4 (Oct - Dec),thiruvananthapuram district,1146770,33100692
Kerala,2022,Q4 (Oct - Dec),kasaragod district,338388,12808213
Kerala,2022,Q4 (Oct - Dec),malappuram district,1003617,37725553
Kerala,2022,Q4 (Oct - Dec),pathanamthitta district,314210,9572683
Kerala,2022,Q4 (Oct - Dec),wayanad district,270179,15089566
Kerala,2022,Q4 (Oct - Dec),alappuzha district,622234,18999526
Kerala,2022,Q4 (Oct - Dec),kozhikode district,1022289,38157103
Kerala,2022,Q4 (Oct - Dec),kollam district,724767,23525755
Kerala,2022,Q4 (Oct - Dec),thrissur district,889949,22786290
Kerala,2022,Q4 (Oct - Dec),palakkad district,717320,27381415
Kerala,2022,Q4 (Oct - Dec),kannur district,738843,25180742
Kerala,2022,Q4 (Oct - Dec),kottayam district,585546,17988479
Kerala,2022,Q4 (Oct - Dec),ernakulam district,1687311,53387728
Kerala,2022,Q4 (Oct - Dec),idukki district,320679,11278104
Kerala,2023,Q1 (Jan - Mar),thiruvananthapuram district,1196164,5790866
Kerala,2023,Q1 (Jan - Mar),kasaragod district,352199,7272460
Kerala,2023,Q1 (Jan - Mar),malappuram district,1043945,11327999
Kerala,2023,Q1 (Jan - Mar),pathanamthitta district,327848,4496002
Kerala,2023,Q1 (Jan - Mar),wayanad district,281511,7462010
Kerala,2023,Q1 (Jan - Mar),alappuzha district,649660,3956500
Kerala,2023,Q1 (Jan - Mar),kozhikode district,1063764,10336755
Kerala,2023,Q1 (Jan - Mar),kollam district,756282,5731050
Kerala,2023,Q1 (Jan - Mar),thrissur district,927648,5348184
Kerala,2023,Q1 (Jan - Mar),palakkad district,747944,11955428
Kerala,2023,Q1 (Jan - Mar),kannur district,769407,11743750
Kerala,2023,Q1 (Jan - Mar),kottayam district,611048,5890990
Kerala,2023,Q1 (Jan - Mar),ernakulam district,1760620,8892815
Kerala,2023,Q1 (Jan - Mar),idukki district,334683,16191071
Kerala,2023,Q2 (Apr - Jun),thiruvananthapuram district,1241042,6354892
Kerala,2023,Q2 (Apr - Jun),kasaragod district,365799,7727594
Kerala,2023,Q2 (Apr - Jun),malappuram district,1082848,11475040
Kerala,2023,Q2 (Apr - Jun),pathanamthitta district,340929,4397954
Kerala,2023,Q2 (Apr - Jun),wayanad district,292600,7246631
Kerala,2023,Q2 (Apr - Jun),alappuzha district,675625,3829674
Kerala,2023,Q2 (Apr - Jun),kozhikode district,1102669,8793853
Kerala,2023,Q2 (Apr - Jun),kollam district,786161,6933075
Kerala,2023,Q2 (Apr - Jun),thrissur district,963142,5302267
Kerala,2023,Q2 (Apr - Jun),palakkad district,777224,13375973
Kerala,2023,Q2 (Apr - Jun),kannur district,798378,10810493
Kerala,2023,Q2 (Apr - Jun),kottayam district,635322,6941205
Kerala,2023,Q2 (Apr - Jun),ernakulam district,1826879,9272340
Kerala,2023,Q2 (Apr - Jun),idukki district,348723,18849803
Kerala,2023,Q3 (Jul - Sep),thiruvananthapuram district,1288756,5237375
Kerala,2023,Q3 (Jul - Sep),kasaragod district,379477,9114678
Kerala,2023,Q3 (Jul - Sep),malappuram district,1122286,15747619
Kerala,2023,Q3 (Jul - Sep),pathanamthitta district,354481,3660388
Kerala,2023,Q3 (Jul - Sep),wayanad district,304106,8337163
Kerala,2023,Q3 (Jul - Sep),alappuzha district,702662,2846975
Kerala,2023,Q3 (Jul - Sep),kozhikode district,1142968,10149133
Kerala,2023,Q3 (Jul - Sep),kollam district,817493,7838703
Kerala,2023,Q3 (Jul - Sep),thrissur district,1000321,6608692
Kerala,2023,Q3 (Jul - Sep),palakkad district,807530,18972836
Kerala,2023,Q3 (Jul - Sep),kannur district,828310,14423435
Kerala,2023,Q3 (Jul - Sep),kottayam district,660585,8034023
Kerala,2023,Q3 (Jul - Sep),ernakulam district,1897604,9073384
Kerala,2023,Q3 (Jul - Sep),idukki district,362564,25000023
Ladakh,2018,Q1 (Jan - Mar),kargil district,1529,0
Ladakh,2018,Q1 (Jan - Mar),leh ladakh district,7255,0
Ladakh,2018,Q2 (Apr - Jun),kargil district,2185,0
Ladakh,2018,Q2 (Apr - Jun),leh ladakh district,10733,0
Ladakh,2018,Q3 (Jul - Sep),kargil district,3132,0
Ladakh,2018,Q3 (Jul - Sep),leh ladakh district,14617,0
Ladakh,2018,Q4 (Oct - Dec),kargil district,4436,0
Ladakh,2018,Q4 (Oct - Dec),leh ladakh district,19447,0
Ladakh,2019,Q1 (Jan - Mar),kargil district,5758,0
Ladakh,2019,Q1 (Jan - Mar),leh ladakh district,23891,0
Ladakh,2019,Q2 (Apr - Jun),kargil district,7126,37803
Ladakh,2019,Q2 (Apr - Jun),leh ladakh district,28390,119514
Ladakh,2019,Q3 (Jul - Sep),kargil district,7718,75759
Ladakh,2019,Q3 (Jul - Sep),leh ladakh district,31455,427367
Ladakh,2019,Q4 (Oct - Dec),kargil district,8338,29350
Ladakh,2019,Q4 (Oct - Dec),leh ladakh district,34770,441090
Ladakh,2020,Q1 (Jan - Mar),kargil district,9711,120845
Ladakh,2020,Q1 (Jan - Mar),leh ladakh district,38079,469639
Ladakh,2020,Q2 (Apr - Jun),kargil district,11252,169411
Ladakh,2020,Q2 (Apr - Jun),leh ladakh district,41782,526262
Ladakh,2020,Q3 (Jul - Sep),kargil district,12814,229879
Ladakh,2020,Q3 (Jul - Sep),leh ladakh district,45587,785801
Ladakh,2020,Q4 (Oct - Dec),kargil district,14601,273960
Ladakh,2020,Q4 (Oct - Dec),leh ladakh district,50252,958797
Ladakh,2021,Q1 (Jan - Mar),kargil district,15824,237045
Ladakh,2021,Q1 (Jan - Mar),leh ladakh district,54095,947159
Ladakh,2021,Q2 (Apr - Jun),kargil district,17077,1494139
Ladakh,2021,Q2 (Apr - Jun),leh ladakh district,57971,2897493
Ladakh,2021,Q3 (Jul - Sep),kargil district,18577,2373080
Ladakh,2021,Q3 (Jul - Sep),leh ladakh district,62633,4726470
Ladakh,2021,Q4 (Oct - Dec),kargil district,20008,573827
Ladakh,2021,Q4 (Oct - Dec),leh ladakh district,67049,2091376
Ladakh,2022,Q1 (Jan - Mar),kargil district,21319,2837111
Ladakh,2022,Q1 (Jan - Mar),leh ladakh district,71173,6064969
Ladakh,2022,Q2 (Apr - Jun),kargil district,22475,5003733
Ladakh,2022,Q2 (Apr - Jun),leh ladakh district,75042,9764396
Ladakh,2022,Q3 (Jul - Sep),kargil district,23530,7104562
Ladakh,2022,Q3 (Jul - Sep),leh ladakh district,78769,12630219
Ladakh,2022,Q4 (Oct - Dec),kargil district,24326,909994
Ladakh,2022,Q4 (Oct - Dec),leh ladakh district,82011,2922345
Ladakh,2023,Q1 (Jan - Mar),kargil district,25409,4076993
Ladakh,2023,Q1 (Jan - Mar),leh ladakh district,85582,10445502
Ladakh,2023,Q2 (Apr - Jun),kargil district,26588,8423789
Ladakh,2023,Q2 (Apr - Jun),leh ladakh district,89148,17861731
Ladakh,2023,Q3 (Jul - Sep),kargil district,27747,14562879
Ladakh,2023,Q3 (Jul - Sep),leh ladakh district,92688,28073151
Lakshadweep,2018,Q1 (Jan - Mar),lakshadweep district,501,0
Lakshadweep,2018,Q2 (Apr - Jun),lakshadweep district,686,0
Lakshadweep,2018,Q3 (Jul - Sep),lakshadweep district,918,0
Lakshadweep,2018,Q4 (Oct - Dec),lakshadweep district,1156,0
Lakshadweep,2019,Q1 (Jan - Mar),lakshadweep district,1416,0
Lakshadweep,2019,Q2 (Apr - Jun),lakshadweep district,1747,4580
Lakshadweep,2019,Q3 (Jul - Sep),lakshadweep district,2117,15038
Lakshadweep,2019,Q4 (Oct - Dec),lakshadweep district,2427,17760
Lakshadweep,2020,Q1 (Jan - Mar),lakshadweep district,2772,21982
Lakshadweep,2020,Q2 (Apr - Jun),lakshadweep district,3187,29202
Lakshadweep,2020,Q3 (Jul - Sep),lakshadweep district,3644,32128
Lakshadweep,2020,Q4 (Oct - Dec),lakshadweep district,4179,41144
Lakshadweep,2021,Q1 (Jan - Mar),lakshadweep district,4577,47283
Lakshadweep,2021,Q2 (Apr - Jun),lakshadweep district,4896,40301
Lakshadweep,2021,Q3 (Jul - Sep),lakshadweep district,5287,49127
Lakshadweep,2021,Q4 (Oct - Dec),lakshadweep district,5638,67320
Lakshadweep,2022,Q1 (Jan - Mar),lakshadweep district,5990,45410
Lakshadweep,2022,Q2 (Apr - Jun),lakshadweep district,6327,38450
Lakshadweep,2022,Q3 (Jul - Sep),lakshadweep district,6645,18111
Lakshadweep,2022,Q4 (Oct - Dec),lakshadweep district,6961,72377
Lakshadweep,2023,Q1 (Jan - Mar),lakshadweep district,7267,43821
Lakshadweep,2023,Q2 (Apr - Jun),lakshadweep district,7585,90501
Lakshadweep,2023,Q3 (Jul - Sep),lakshadweep district,7912,294406
Madhya Pradesh,2018,Q1 (Jan - Mar),morena district,42153,0
Madhya Pradesh,2018,Q1 (Jan - Mar),alirajpur district,3746,0
Madhya Pradesh,2018,Q1 (Jan - Mar),sehore district,61158,0
Madhya Pradesh,2018,Q1 (Jan - Mar),rajgarh district,39336,0
Madhya Pradesh,2018,Q1 (Jan - Mar),khargone district,40995,0
Madhya Pradesh,2018,Q1 (Jan - Mar),satna district,59252,0
Madhya Pradesh,2018,Q1 (Jan - Mar),narsinghpur district,38027,0
Madhya Pradesh,2018,Q1 (Jan - Mar),jabalpur district,115953,0
Madhya Pradesh,2018,Q1 (Jan - Mar),hoshangabad district,50658,0
Madhya Pradesh,2018,Q1 (Jan - Mar),vidisha district,43378,0
Madhya Pradesh,2018,Q1 (Jan - Mar),balaghat district,38064,0
Madhya Pradesh,2018,Q1 (Jan - Mar),singrauli district,45254,0
Madhya Pradesh,2018,Q1 (Jan - Mar),betul district,49045,0
Madhya Pradesh,2018,Q1 (Jan - Mar),sidhi district,20030,0
Madhya Pradesh,2018,Q1 (Jan - Mar),datia district,16322,0
Madhya Pradesh,2018,Q1 (Jan - Mar),dewas district,62902,0
Madhya Pradesh,2018,Q1 (Jan - Mar),sheopur district,9808,0
Madhya Pradesh,2018,Q1 (Jan - Mar),neemuch district,27995,0
Madhya Pradesh,2018,Q1 (Jan - Mar),raisen district,47344,0
Madhya Pradesh,2018,Q1 (Jan - Mar),mandsaur district,42041,0
Madhya Pradesh,2018,Q1 (Jan - Mar),barwani district,15811,0
Madhya Pradesh,2018,Q1 (Jan - Mar),katni district,28098,0
Madhya Pradesh,2018,Q1 (Jan - Mar),dindori district,6114,0
Madhya Pradesh,2018,Q1 (Jan - Mar),shivpuri district,25449,0
Madhya Pradesh,2018,Q1 (Jan - Mar),gwalior district,142453,0
Madhya Pradesh,2018,Q1 (Jan - Mar),anuppur district,18656,0
Madhya Pradesh,2018,Q1 (Jan - Mar),agar malwa district,12058,0
Madhya Pradesh,2018,Q1 (Jan - Mar),ashoknagar district,16495,0
Madhya Pradesh,2018,Q1 (Jan - Mar),sagar district,72857,0
Madhya Pradesh,2018,Q1 (Jan - Mar),niwari district,6771,0
Madhya Pradesh,2018,Q1 (Jan - Mar),rewa district,73336,0
Madhya Pradesh,2018,Q1 (Jan - Mar),shajapur district,29995,0
Madhya Pradesh,2018,Q1 (Jan - Mar),ujjain district,84441,0
Madhya Pradesh,2018,Q1 (Jan - Mar),bhind district,34085,0
Madhya Pradesh,2018,Q1 (Jan - Mar),tikamgarh district,15917,0
Madhya Pradesh,2018,Q1 (Jan - Mar),seoni district,29095,0
Madhya Pradesh,2018,Q1 (Jan - Mar),harda district,18120,0
Madhya Pradesh,2018,Q1 (Jan - Mar),burhanpur district,16077,0
Madhya Pradesh,2018,Q1 (Jan - Mar),damoh district,24961,0
Madhya Pradesh,2018,Q1 (Jan - Mar),bhopal district,307312,0
Madhya Pradesh,2018,Q1 (Jan - Mar),jhabua district,9632,0
Madhya Pradesh,2018,Q1 (Jan - Mar),dhar district,63440,0
Madhya Pradesh,2018,Q1 (Jan - Mar),guna district,36829,0
Madhya Pradesh,2018,Q1 (Jan - Mar),east nimar district,29308,0
Madhya Pradesh,2018,Q1 (Jan - Mar),chhindwara district,65005,0
Madhya Pradesh,2018,Q1 (Jan - Mar),umaria district,11572,0
Madhya Pradesh,2018,Q1 (Jan - Mar),mandla district,13593,0
Madhya Pradesh,2018,Q1 (Jan - Mar),indore district,366977,0
Madhya Pradesh,2018,Q1 (Jan - Mar),shahdol district,26509,0
Madhya Pradesh,2018,Q1 (Jan - Mar),ratlam district,49298,0
Madhya Pradesh,2018,Q1 (Jan - Mar),panna district,13874,0
Madhya Pradesh,2018,Q1 (Jan - Mar),chhatarpur district,36004,0
Madhya Pradesh,2018,Q2 (Apr - Jun),morena district,58065,0
Madhya Pradesh,2018,Q2 (Apr - Jun),alirajpur district,5452,0
Madhya Pradesh,2018,Q2 (Apr - Jun),sehore district,82040,0
Madhya Pradesh,2018,Q2 (Apr - Jun),rajgarh district,54095,0
Madhya Pradesh,2018,Q2 (Apr - Jun),khargone district,56609,0
Madhya Pradesh,2018,Q2 (Apr - Jun),satna district,81811,0
Madhya Pradesh,2018,Q2 (Apr - Jun),narsinghpur district,51214,0
Madhya Pradesh,2018,Q2 (Apr - Jun),jabalpur district,155624,0
Madhya Pradesh,2018,Q2 (Apr - Jun),hoshangabad district,67994,0
Madhya Pradesh,2018,Q2 (Apr - Jun),vidisha district,59517,0
Madhya Pradesh,2018,Q2 (Apr - Jun),balaghat district,51925,0
Madhya Pradesh,2018,Q2 (Apr - Jun),singrauli district,59664,0
Madhya Pradesh,2018,Q2 (Apr - Jun),betul district,66003,0
Madhya Pradesh,2018,Q2 (Apr - Jun),sidhi district,27757,0
Madhya Pradesh,2018,Q2 (Apr - Jun),datia district,23685,0
Madhya Pradesh,2018,Q2 (Apr - Jun),dewas district,84342,0
Madhya Pradesh,2018,Q2 (Apr - Jun),sheopur district,13621,0
Madhya Pradesh,2018,Q2 (Apr - Jun),neemuch district,37523,0
Madhya Pradesh,2018,Q2 (Apr - Jun),raisen district,63216,0
Madhya Pradesh,2018,Q2 (Apr - Jun),mandsaur district,56151,0
Madhya Pradesh,2018,Q2 (Apr - Jun),barwani district,22443,0
Madhya Pradesh,2018,Q2 (Apr - Jun),katni district,39536,0
Madhya Pradesh,2018,Q2 (Apr - Jun),dindori district,9224,0
Madhya Pradesh,2018,Q2 (Apr - Jun),shivpuri district,37234,0
Madhya Pradesh,2018,Q2 (Apr - Jun),gwalior district,193605,0
Madhya Pradesh,2018,Q2 (Apr - Jun),anuppur district,25374,0
Madhya Pradesh,2018,Q2 (Apr - Jun),agar malwa district,16753,0
Madhya Pradesh,2018,Q2 (Apr - Jun),ashoknagar district,23253,0
Madhya Pradesh,2018,Q2 (Apr - Jun),sagar district,100623,0
Madhya Pradesh,2018,Q2 (Apr - Jun),niwari district,9413,0
Madhya Pradesh,2018,Q2 (Apr - Jun),rewa district,100661,0
Madhya Pradesh,2018,Q2 (Apr - Jun),shajapur district,41285,0
Madhya Pradesh,2018,Q2 (Apr - Jun),ujjain district,113216,0
Madhya Pradesh,2018,Q2 (Apr - Jun),bhind district,47639,0
Madhya Pradesh,2018,Q2 (Apr - Jun),tikamgarh district,21942,0
Madhya Pradesh,2018,Q2 (Apr - Jun),seoni district,39979,0
Madhya Pradesh,2018,Q2 (Apr - Jun),harda district,24635,0
Madhya Pradesh,2018,Q2 (Apr - Jun),burhanpur district,22302,0
Madhya Pradesh,2018,Q2 (Apr - Jun),damoh district,33463,0
Madhya Pradesh,2018,Q2 (Apr - Jun),bhopal district,398498,0
Madhya Pradesh,2018,Q2 (Apr - Jun),jhabua district,13499,0
Madhya Pradesh,2018,Q2 (Apr - Jun),dhar district,86280,0
Madhya Pradesh,2018,Q2 (Apr - Jun),guna district,52881,0
Madhya Pradesh,2018,Q2 (Apr - Jun),east nimar district,39725,0
Madhya Pradesh,2018,Q2 (Apr - Jun),chhindwara district,87704,0
Madhya Pradesh,2018,Q2 (Apr - Jun),umaria district,15772,0
Madhya Pradesh,2018,Q2 (Apr - Jun),mandla district,19276,0
Madhya Pradesh,2018,Q2 (Apr - Jun),indore district,479904,0
Madhya Pradesh,2018,Q2 (Apr - Jun),shahdol district,35993,0
Madhya Pradesh,2018,Q2 (Apr - Jun),ratlam district,66181,0
Madhya Pradesh,2018,Q2 (Apr - Jun),panna district,18555,0
Madhya Pradesh,2018,Q2 (Apr - Jun),chhatarpur district,48506,0
Madhya Pradesh,2018,Q3 (Jul - Sep),morena district,75004,0
Madhya Pradesh,2018,Q3 (Jul - Sep),alirajpur district,7606,0
Madhya Pradesh,2018,Q3 (Jul - Sep),sehore district,103905,0
Madhya Pradesh,2018,Q3 (Jul - Sep),rajgarh district,70348,0
Madhya Pradesh,2018,Q3 (Jul - Sep),khargone district,72892,0
Madhya Pradesh,2018,Q3 (Jul - Sep),satna district,103407,0
Madhya Pradesh,2018,Q3 (Jul - Sep),narsinghpur district,64578,0
Madhya Pradesh,2018,Q3 (Jul - Sep),jabalpur district,193535,0
Madhya Pradesh,2018,Q3 (Jul - Sep),hoshangabad district,84713,0
Madhya Pradesh,2018,Q3 (Jul - Sep),vidisha district,76590,0
Madhya Pradesh,2018,Q3 (Jul - Sep),balaghat district,68079,0
Madhya Pradesh,2018,Q3 (Jul - Sep),singrauli district,73175,0
Madhya Pradesh,2018,Q3 (Jul - Sep),betul district,83041,0
Madhya Pradesh,2018,Q3 (Jul - Sep),sidhi district,35518,0
Madhya Pradesh,2018,Q3 (Jul - Sep),datia district,30483,0
Madhya Pradesh,2018,Q3 (Jul - Sep),dewas district,105774,0
Madhya Pradesh,2018,Q3 (Jul - Sep),sheopur district,17723,0
Madhya Pradesh,2018,Q3 (Jul - Sep),neemuch district,47901,0
Madhya Pradesh,2018,Q3 (Jul - Sep),raisen district,78648,0
Madhya Pradesh,2018,Q3 (Jul - Sep),mandsaur district,73577,0
Madhya Pradesh,2018,Q3 (Jul - Sep),barwani district,29421,0
Madhya Pradesh,2018,Q3 (Jul - Sep),katni district,49748,0
Madhya Pradesh,2018,Q3 (Jul - Sep),dindori district,12903,0
Madhya Pradesh,2018,Q3 (Jul - Sep),shivpuri district,47616,0
Madhya Pradesh,2018,Q3 (Jul - Sep),gwalior district,236305,0
Madhya Pradesh,2018,Q3 (Jul - Sep),anuppur district,32188,0
Madhya Pradesh,2018,Q3 (Jul - Sep),agar malwa district,22143,0
Madhya Pradesh,2018,Q3 (Jul - Sep),ashoknagar district,30102,0
Madhya Pradesh,2018,Q3 (Jul - Sep),sagar district,128283,0
Madhya Pradesh,2018,Q3 (Jul - Sep),niwari district,12173,0
Madhya Pradesh,2018,Q3 (Jul - Sep),rewa district,125803,0
Madhya Pradesh,2018,Q3 (Jul - Sep),shajapur district,52686,0
Madhya Pradesh,2018,Q3 (Jul - Sep),ujjain district,143770,0
Madhya Pradesh,2018,Q3 (Jul - Sep),bhind district,61906,0
Madhya Pradesh,2018,Q3 (Jul - Sep),tikamgarh district,28168,0
Madhya Pradesh,2018,Q3 (Jul - Sep),seoni district,51561,0
Madhya Pradesh,2018,Q3 (Jul - Sep),harda district,30835,0
Madhya Pradesh,2018,Q3 (Jul - Sep),burhanpur district,28441,0
Madhya Pradesh,2018,Q3 (Jul - Sep),damoh district,42032,0
Madhya Pradesh,2018,Q3 (Jul - Sep),bhopal district,474192,0
Madhya Pradesh,2018,Q3 (Jul - Sep),jhabua district,18084,0
Madhya Pradesh,2018,Q3 (Jul - Sep),dhar district,110726,0
Madhya Pradesh,2018,Q3 (Jul - Sep),guna district,67630,0
Madhya Pradesh,2018,Q3 (Jul - Sep),east nimar district,50390,0
Madhya Pradesh,2018,Q3 (Jul - Sep),chhindwara district,109266,0
Madhya Pradesh,2018,Q3 (Jul - Sep),umaria district,20386,0
Madhya Pradesh,2018,Q3 (Jul - Sep),mandla district,25522,0
Madhya Pradesh,2018,Q3 (Jul - Sep),indore district,585621,0
Madhya Pradesh,2018,Q3 (Jul - Sep),shahdol district,45154,0
Madhya Pradesh,2018,Q3 (Jul - Sep),ratlam district,85431,0
Madhya Pradesh,2018,Q3 (Jul - Sep),panna district,24008,0
Madhya Pradesh,2018,Q3 (Jul - Sep),chhatarpur district,60318,0
Madhya Pradesh,2018,Q4 (Oct - Dec),morena district,95267,0
Madhya Pradesh,2018,Q4 (Oct - Dec),alirajpur district,10442,0
Madhya Pradesh,2018,Q4 (Oct - Dec),sehore district,125974,0
Madhya Pradesh,2018,Q4 (Oct - Dec),rajgarh district,88511,0
Madhya Pradesh,2018,Q4 (Oct - Dec),khargone district,91189,0
Madhya Pradesh,2018,Q4 (Oct - Dec),satna district,133865,0
Madhya Pradesh,2018,Q4 (Oct - Dec),narsinghpur district,80034,0
Madhya Pradesh,2018,Q4 (Oct - Dec),jabalpur district,248495,0
Madhya Pradesh,2018,Q4 (Oct - Dec),hoshangabad district,104621,0
Madhya Pradesh,2018,Q4 (Oct - Dec),vidisha district,95544,0
Madhya Pradesh,2018,Q4 (Oct - Dec),balaghat district,88279,0
Madhya Pradesh,2018,Q4 (Oct - Dec),singrauli district,90217,0
Madhya Pradesh,2018,Q4 (Oct - Dec),betul district,103060,0
Madhya Pradesh,2018,Q4 (Oct - Dec),sidhi district,46218,0
Madhya Pradesh,2018,Q4 (Oct - Dec),datia district,39314,0
Madhya Pradesh,2018,Q4 (Oct - Dec),dewas district,129719,0
Madhya Pradesh,2018,Q4 (Oct - Dec),sheopur district,22653,0
Madhya Pradesh,2018,Q4 (Oct - Dec),neemuch district,59043,0
Madhya Pradesh,2018,Q4 (Oct - Dec),raisen district,97966,0
Madhya Pradesh,2018,Q4 (Oct - Dec),mandsaur district,91133,0
Madhya Pradesh,2018,Q4 (Oct - Dec),barwani district,37607,0
Madhya Pradesh,2018,Q4 (Oct - Dec),katni district,65040,0
Madhya Pradesh,2018,Q4 (Oct - Dec),dindori district,17502,0
Madhya Pradesh,2018,Q4 (Oct - Dec),shivpuri district,60316,0
Madhya Pradesh,2018,Q4 (Oct - Dec),gwalior district,284894,0
Madhya Pradesh,2018,Q4 (Oct - Dec),anuppur district,41252,0
Madhya Pradesh,2018,Q4 (Oct - Dec),agar malwa district,27331,0
Madhya Pradesh,2018,Q4 (Oct - Dec),ashoknagar district,37390,0
Madhya Pradesh,2018,Q4 (Oct - Dec),sagar district,162788,0
Madhya Pradesh,2018,Q4 (Oct - Dec),niwari district,15512,0
Madhya Pradesh,2018,Q4 (Oct - Dec),rewa district,160024,0
Madhya Pradesh,2018,Q4 (Oct - Dec),shajapur district,64217,0
Madhya Pradesh,2018,Q4 (Oct - Dec),ujjain district,177894,0
Madhya Pradesh,2018,Q4 (Oct - Dec),bhind district,78871,0
Madhya Pradesh,2018,Q4 (Oct - Dec),tikamgarh district,36395,0
Madhya Pradesh,2018,Q4 (Oct - Dec),seoni district,66772,0
Madhya Pradesh,2018,Q4 (Oct - Dec),harda district,37692,0
Madhya Pradesh,2018,Q4 (Oct - Dec),burhanpur district,35494,0
Madhya Pradesh,2018,Q4 (Oct - Dec),damoh district,52293,0
Madhya Pradesh,2018,Q4 (Oct - Dec),bhopal district,571518,0
Madhya Pradesh,2018,Q4 (Oct - Dec),jhabua district,23354,0
Madhya Pradesh,2018,Q4 (Oct - Dec),dhar district,137501,0
Madhya Pradesh,2018,Q4 (Oct - Dec),guna district,83686,0
Madhya Pradesh,2018,Q4 (Oct - Dec),east nimar district,62581,0
Madhya Pradesh,2018,Q4 (Oct - Dec),chhindwara district,139301,0
Madhya Pradesh,2018,Q4 (Oct - Dec),umaria district,26096,0
Madhya Pradesh,2018,Q4 (Oct - Dec),mandla district,34894,0
Madhya Pradesh,2018,Q4 (Oct - Dec),indore district,712479,0
Madhya Pradesh,2018,Q4 (Oct - Dec),shahdol district,58381,0
Madhya Pradesh,2018,Q4 (Oct - Dec),ratlam district,104855,0
Madhya Pradesh,2018,Q4 (Oct - Dec),panna district,31291,0
Madhya Pradesh,2018,Q4 (Oct - Dec),chhatarpur district,78677,0
Madhya Pradesh,2019,Q1 (Jan - Mar),morena district,113900,0
Madhya Pradesh,2019,Q1 (Jan - Mar),alirajpur district,13122,0
Madhya Pradesh,2019,Q1 (Jan - Mar),sehore district,149925,0
